Title,Subscribers,Views,Likes,Comments,Description,Engagement Ratio,Category
JaggieTv,1.5M,130.6K,7.7K,506,"JaggieTv is the No.1 content creator of north region.
They produce quality content moreover in PUNJAB all the videos are on top10 trending.
so, we welcome to you all and enjoy the content because it’s our priority to give you the best content ever.

Instagram & Facebook - @JaggieTv
For Business :- teamjaggietv@gmail.com",6.28330781,Animation
AnBruisPlaying,1.1M,130K,9.1K,158,"Hey #KABGang, Welcome to my life Channel where i upload  VLOGS . This is your one stop destination for entertainment. 

So Don't Forget to Like,Share and Subscribe

Road to 500k Subscriber #KABGang

Business Email- kinganbrubusiness@gmail.com",7.121538462,Animation
EnamAlamin,291.5K,128.5K,487,23,"I share filmmaking tips, And quality video editing tips and tutorials, Some tutorial videos are meant for dummies and beginners, and some are for more experienced users. 

I will try to post a video every week, so please subscribe to my channel, STAY TUNED! 

🛒 Get my presets: https://enam-alamin.sellfy.store/

🎬 𝐏𝐋𝐀𝐘𝐋𝐈𝐒𝐓 :
Premiere Pro Tutorial ➤ https://youtube.com/playlist?list=PLnbYlubToLCt9cQKbTbDicXCBQ5sHXrna
After Effects Tutorial ➤ https://youtube.com/playlist?list=PLnbYlubToLCv-WKcygLakVVuFykTh0PCu

💙 𝐋𝐄𝐓'𝐒 𝐂𝐎𝐍𝐍𝐄𝐂𝐓!
Instagram ► https://www.instagram.com/enam.alamin
Facebook ► https://www.facebook.com/enamalamin
Linkedin ➤ https://www.linkedin.com/in/enamalamin
Twitter ➤ https://twitter.com/enamalamin
TikTok ► https://www.tiktok.com/@enamalamin

📧 For Business Enquiry: enamalamin0@gmail.com
🌐 Website ► https://enamalamin.com
",0.39688716,Animation
Miraculous,8.4M,124.2K,2.7K,0,"🐞 Welcome to the Official Miraculous Ladybug English YouTube channel! 🐾

Two high-school students, Marinette and Adrien, are chosen to become Paris’ superheroes: Ladybug and Cat Noir. They each have a Miraculous, a jewel linked to their magical creatures (Kwamis) that give them powers. Their mission is to keep Hawk Moth – who wants to steal their Miraculouses – from wreaking havoc on the town by creating increasingly dangerous supervillains – all while living their high school lives and keeping their identities secret.

Miraculous™ is a trademark of ZAG - Method Animation
© 2023 - ZAG - Method Animation - All Rights Reserved.
",2.173913043,Animation
marinavanhriatpuiivarteoff2896,39.8K,120.9K,4.4K,555,Lalpan min hmangaih😍🙏,4.098428453,Animation
SOUVIKD,313.1K,120.4K,17.8K,1K,Description NA,15.61461794,Animation
techdroider,635.5K,119.7K,458,68,"Hey Guys, my name is Vaibhav Jain and Welcome to TechDroider. This Channel mainly focuses on Smartphones and Software. We do Reviews, Smartphone Leaks and News, Speed Test Comparison, Camera Test and other Cool Stuff.

Make sure to Subscribe and Follow us on other Social Platform for daily News and Crisp Videos.

Instagram - https://www.instagram.com/techdroider

Facebook - https://www.facebook.com/Vaiibhavjaiin

Twitter - https://twitter.com/techdroider

Vaibhav Jain (Twitter) - https://twitter.com/vvaiibhav

Telegram - https://telegram.me/s/techdroider
",0.439431913,Animation
TelsuraVideo,414.5K,118.3K,2.1K,23,"*  আমাক ইমান মৰম-চেনেহ দিয়াৰ বাবে আপোনালোক সকলোকে ধন্যবাদ ! আৰু এনেকৈয়ে সদায় আমাক সহযোগ কৰি যাব বুলি আশা কৰিলো ! ! 



business email : voiceassam007@gmail.com

",1.794590025,Animation
TheEfficientEngineer,918.2K,118.2K,5.1K,169,"The Efficient Engineer is a channel aimed at mechanical and civil engineers. The mission is to simplify engineering concepts, one video at a time!",4.457698816,Animation
NewwayJourney,58.8K,117.6K,2.2K,240,"Hey Friends 

My name is Brij Sharma and I welcome you to my channel Newway Journey. I have been living in Delhi since Childhood and Travelling and vlogging is an extension of my personality. 
Through my channel I want to show you the beautiful locations in Delhi NCR with detailed information about them.  My journey Started in 2016 then took a break and now since last year i have been consistent in publishing my videos.

I want to share my experiences with Beautiful Locations in Delhi and NCR. I hope you will like them too.. So if you like me My Video then join me in my Journey.

For Business Enquirers contact me at 

brij.sharmaa@yahoo.com

Much Love ❤❤❤",2.074829932,Animation
KellyGamingTV2003,3.1M,117.5K,3K,150,"Kênh YouTube chính thức của Kelly Gaming TV
Theo dõi mình tại: 
➡️ Facebook Cá Nhân https://www.facebook.com/kellygaming20033
❤️ Papege Chính Thức : https://www.facebook.com/Kellygamingtv2003

Liên hệ QC : Thuanfreefire2003@gmail.com

",2.680851064,Animation
StanHanrahan,942.1K,114.2K,5K,129,"My name is Stan Hanrahan, an Australian YouTuber who loves making short films with his friends!
You may know me from ALB3DO, Ben 10: Age of the multiverse, or this may be your first time watching my videos! anyways thanks for stopping by!
",4.491243433,Animation
cvrcvrcvr,213.5K,113.1K,3.1K,304,"한주간 발생된 교통사고 영상 리뷰 채널입니다. 

오늘도 내일도 평생 사고 없는 운전 되시길 바랍니다. 

* 사고 및 사건 * 제보 
papapigtube@gmail.com
",3.009725906,Animation
VaishnaviNaik,2.3M,1.1M,53.3K,118,"Call me 'Navi' 😊
This channel is all about Fashion Travel Lifestyle and Couple content. 

Thanks for Stopping by my Channel. I hope you ll join me on this amazing journey and be a part of my YouTube Community!

Much Love,
Being Navi ❤️

Email me for Collaborations:
businesswithbeingnavi@gmail.com
",4.856181818,Art
OnlyNaturalDiamondsIN,83.7K,917.9K,7,0,"Your official insider into the sparkling world of natural diamonds. 
Get access to exclusives, discover trends, news and more with onlynaturaldiamonds.in

",0.00076261,Art
IshitaMangal,602.2K,338K,25.5K,150,"📩 hello@ishitamangal.in

Delivering informative fashion unconventionally and the original creator to mix comedy with fashion. Here to talk all about fashion, beauty and style that you won't hear from anywhere else - shopping tricks, styling suggestions, skincare tips, makeup hacks, must have brands, product guides, and all the serious fashion news delivered a fun quirky way. Subscribe to my YouTube channel to ensure that you don't miss anything!",7.588757396,Art
TheFashionVerge,1.3M,172.6K,18.8K,184,"hey beautiful souls!
here at The Fashion Verge you'll get fashion tips, lifestyle hacks, grooming tricks and much more 
especially tailored for my TELUGU boys which helps them upgrade their style game in every way!
so subscribe , let's help each other and let's grow together !

                                                                                yours caring,                                                                   Ganesh.Bugatha.

For business enquiries reach me out at:
bugathavsaiganesh.985@gmail.com",10.99884125,Art
MoreMauVlogs,102.5K,152.8K,12.3K,116,"Hi Guys!! Welcome to a new vlogging channel where I share my daily life with my audience! 
Goal is to make you smile when you watch these vlogs after a long hectic day💜
Stay positive and stay happy💕",8.12565445,Art
SanaGrover,474.1K,103K,3.9K,87,"Hey there! I'm Sana and this is my little piece of the internet. 🤍
I share my daily life, fashion and all things skincare, beauty, lifestyle, routines, as well as how I incorporate various pieces of clothing into outfits like lookbooks, festive wear and a ton of vlogs (basically, a little bit of lots).
I love filming calm videos that add to your life and help you relax, and I really hope my content will leave you feeling happier. Welcome home. ☕️

To join our virtual family, don't forget to subscribe to the channel!

Collaborations : sana@iplix.in

💗 To shop my outfits: https://www.sanagrover.com/shop-my-outfits
📷 Instagram: https://www.instagram.com/sanagrover/
🎙 Podcast: https://spoti.fi/3sndKY2
💬 Twitter: https://twitter.com/sana_grover
👻 Snapchat: @sanagrover
📱 Facebook: https://www.facebook.com/sanagroverofficial
",3.870873786,Art
YutiDesignerBlouse,605.1K,102.9K,3.1K,13,"In just two days, we stitch it to your measurements and preferred colour using unique embroidery designs.

Call us to schedule an appointment so that you may place your order. Shipping is available worldwide.

Only 2 days are required for delivery of designer blouses from Yuti Designer Blouse.

Contact Information: Call or WhatsApp +91-7010905260 or +44-42179088

The following address is in Chennai, Tamil Nadu, India: 36, Sadullah Street.
",3.02526725,Art
rajshamani,1.6M,91.6K,4.3K,37,"Raj comes out amidst the people who have no great shakes in their lives and are totally unclear about where this life is taking them. He had dreams but a highly vague direction. His thirst for knowledge, travel, learning, and success kept him going no matter how many hardships came his way.

He will make you believe in yourself much more than you do and feel unique and noteworthy. At the same time, you experience his journey from being one of those teenagers who are just too lazy to do anything but only manage to pass with 45-50% of grades, to such fascinating things he has done in no time.

Being a twenty-year-young, he has spoken in India, Romania, the USA, Austria, Singapore, and many more countries and has left people delightfully inspired and moved by his sessions while he makes them interestingly interactive. He was just seventeen when he started working with some renowned firms like Jaguar, Land Rover, TATA, and several chemical associations.",4.734716157,Art
ShadeZahrai,1M,86.3K,7.4K,70,"Shadé Zahrai - PhD Cand. MBA, LLB (Hons 1), BA-Psych, Dip Pos. Psych, IECL Certified Coach, Harvard trained Leadership Coach.
Director & Co-founder, Influenceo Global LLC. – a peak performance and leadership education, consulting and research firm that works with Fortune500s. 

Helping professionals around the world to Step Into their Power. 
Psychology-based insights, confidence-boosting hacks and behind-the-scenes secrets from a successful 10+ year corporate career and years coaching/mentoring professionals, tied together by my mission to make EVERYTHING you watch as actionable and empowering as possible!",8.65585168,Art
GreenPlants5,1.1M,85K,1.1K,35,"bonsai techniques,how to grow a bonsai tree from seed,how to grow a bonsai tree from a cutting, how to grow a bonsai tree from a sapling,how to grow bonsai trees for beginners
Privet Bonsai (Ligustrum)
Boxwood Bonsai (Buxus sempervirens)
Snow rose Bonsai (Serissa foetida)
Olive Bonsai (Olea europaea)
Jade Bonsai (Crassula)
Fuchsia Bonsai.
Fig tree (Ficus Bonsai)
Fukien tea Bonsai (Carmona retusa) all videos u can watch on green plants",1.335294118,Art
TechMakhnified,113.5K,84.4K,20,6,"Tech Makhnified is the new home of eminent TV Tech Journalist Rajiv Makhni. It is your one stop point for the latest in tech, Unboxings, Reviews, Tips n' Tricks and much more. It's Tech, but with a Twist.",0.030805687,Art
javascriptmastery,699.1K,83.6K,3.4K,178,"Master modern web development with a project-based approach
",4.279904306,Art
keswanivaibhav,445.1K,82.8K,5.6K,80,"With an idea to help you become a better version of yourself, I Vaibhav Keswani present you a YouTube channel which shall be a one stop solution to all your Fashion , Grooming and Style needs.",6.859903382,Art
ToPProjectsCompilation,95.5K,79.5K,1.5K,12,"Our channel is the perfect place to explore new project ideas. 

Here we review/discuss some creative and educational projects based on: Arduino, Raspberry-Pi, ESP32, ESP8266, and other microcontrollers for beginners as well as advanced hobbyists all over the globe. 

If you are not looking for the project ideas, watch the videos to enhance your knowledge. 

Subscribe to our channel and turn ON the bell notification to never miss any good project idea.

Contact details:
Email ID: tpcinfo2018@gmail.com
Instagram: tpc_insta

",1.901886792,Art
VMone,1.2M,79.3K,1.7K,334,"My name is Vineet Malhotra, and I am a Tech & Electronics Enthusiast based in Delhi NCR. My reviews differ from others because I don't make Sponsored content on my Channel. I buy all the products, test them, and then review/compare them to make videos. My reviews aren't complete without the Uncomfortable Truth or the Pros and cons of products, and that's why I call them tRuE-VieW.

I give buying links to all the products I review, all of which are my affiliate links. Using them for your purchase won't increase the price, but I may get some affiliate commission, which helps us run our YouTube channel without featuring sponsored content.

My Audience is my Super Power. Each of you added to my Subscriber Count is very special and will always be.

Business Email: vineet@vmone.in

t.me/VM_ONE1
",2.564943253,Art
woosoorimi,199.5K,74.4K,0,106,"신혼부부 Vlog ♥ 차수리미 & 우스
",0.142473118,Art
KiranNadarMuseumofArt,11.6K,71.7K,4,0,"Established at the initiative of the avid collector Kiran Nadar, KNMA (The Kiran Nadar Museum of Art) opened its doors to the public in January 2010, as the first private museum of Art exhibiting modern and contemporary works from India and the subcontinent. Located in the heart of Delhi, India’s capital city, KNMA as a non-commercial, not-for-profit organization intends to exemplify the dynamic relationship between art and culture through its exhibitions, publications, educational and public programs. Sponsored by the Shiv Nadar Foundation, KNMA is plugging the social need of promoting art and instilling its deep appreciation amongst individuals, through the museum and its other educational initiatives.",0.005578801,Art
guptainformationsystems5566,1.6M,70.5K,2.7K,284,Official YouTube account of 'Gupta Information Systems' in हिंदी !,4.232624113,Art
